order_id,product_name,quantity,price,order_date
1,Keyboard,2,1038.84,2023-11-10
2,Headphones,2,46.14,2023-10-25
3,Smartphone,4,45.68,2023-07-31
4,Keyboard,4,42.75,2023-01-23
5,Speaker,4,1946.5,2023-01-24
6,Smartphone,1,792.32,2023-09-20
7,Speaker,4,828.46,2023-08-04
8,Tablet,3,1671.37,2023-07-25
9,Smartphone,2,1722.9,2023-03-10
10,Monitor,3,263.07,2023-10-25
11,Monitor,4,374.12,2023-05-20
12,Printer,1,1282.61,2023-03-13
13,Laptop,2,1891.74,2023-12-16
14,Keyboard,5,955.55,2023-07-19
15,Monitor,2,1490.95,2023-01-08
16,Printer,3,542.63,2023-03-07
17,Headphones,5,1293.47,2023-11-28
18,Smartphone,5,750.4,2023-05-25
19,Monitor,4,26.46,2023-01-29
20,Camera,4,1215.13,2023-03-06
21,Speaker,5,1011.04,2023-05-20
22,Printer,4,1146.26,2023-12-02
23,Headphones,5,163.75,2023-10-29
24,Laptop,5,1738.76,2023-04-12
25,Speaker,2,962.84,2023-09-05
26,Mouse,4,824.14,2023-03-24
27,Camera,1,540.32,2023-07-27
28,Monitor,5,1311.99,2023-11-20
29,Camera,2,584.16,2023-08-23
30,Speaker,3,740.22,2023-05-16
31,Headphones,3,581.09,2023-08-22
32,Monitor,2,1162.72,2023-01-27
33,Camera,3,962.2,2023-04-29
34,Keyboard,1,770.56,2023-10-17
35,Headphones,4,939.41,2023-07-31
36,Printer,5,1152.66,2023-08-09
37,Speaker,4,1397.74,2023-03-03
38,Printer,4,1883.22,2023-05-14
39,Camera,5,119.27,2023-09-22
40,Camera,4,1568.27,2023-09-26
41,Camera,1,1225.47,2023-08-26
42,Monitor,4,587.11,2023-12-02
43,Headphones,1,880.31,2023-11-17
44,Monitor,5,1700.82,2023-04-02
45,Smartphone,1,1970.35,2023-04-11
46,Laptop,2,1935.68,2023-11-03
47,Keyboard,4,746.47,2023-01-31
48,Headphones,4,1497.19,2023-12-18
49,Headphones,4,1352.29,2023-01-29
50,Laptop,3,1681.25,2023-04-04
51,Headphones,1,333.15,2023-07-20
52,Headphones,5,1232.17,2023-03-26
53,Printer,2,161.11,2023-08-05
54,Mouse,3,129.18,2023-05-25
55,Monitor,5,596.92,2023-02-09
56,Camera,3,1049.83,2023-12-16
57,Camera,1,1431.35,2023-12-16
58,Keyboard,2,832.74,2023-11-19
59,Mouse,2,1176.46,2023-05-02
60,Monitor,2,1082.17,2023-07-18
61,Printer,4,1689.22,2023-01-25
62,Headphones,3,1820.05,2023-02-15
63,Mouse,4,168.54,2023-07-19
64,Speaker,4,200.45,2023-09-04
65,Mouse,1,1497.7,2023-05-07
66,Keyboard,3,1486.23,2023-01-13
67,Headphones,2,913.78,2023-10-02
68,Tablet,1,559.18,2023-11-27
69,Keyboard,5,961.72,2023-08-03
70,Printer,5,886.06,2023-08-28
71,Keyboard,1,780.13,2023-07-31
72,Mouse,2,1444.14,2023-01-15
73,Printer,4,1262.85,2023-06-13
74,Monitor,1,1247.71,2023-07-12
75,Tablet,3,83.95,2023-08-28
76,Camera,5,1638.12,2023-09-12
77,Headphones,2,182.19,2023-05-16
78,Printer,5,1397.5,2023-01-31
79,Tablet,5,245.89,2023-01-07
80,Keyboard,3,1419.36,2023-10-12
81,Mouse,4,136.38,2023-06-03
82,Tablet,3,1030.26,2023-09-06
83,Tablet,2,1157.36,2023-07-06
84,Camera,5,1228.19,2023-04-10
85,Smartphone,5,1830.42,2023-09-22
86,Laptop,5,603.06,2023-11-27
87,Printer,2,280.85,2023-11-04
88,Headphones,1,317.07,2023-07-03
89,Monitor,1,383.38,2023-08-30
90,Headphones,1,1094.91,2023-06-23
91,Keyboard,3,1307.89,2023-07-27
92,Tablet,4,564.77,2023-09-19
93,Keyboard,5,324.38,2023-08-02
94,Headphones,3,313.44,2023-05-01
95,Tablet,3,481.77,2023-06-23
96,Keyboard,5,1278.47,2023-01-31
97,Printer,4,1898.02,2023-05-27
98,Laptop,2,1833.95,2023-11-06
99,Laptop,5,81.73,2023-05-12
100,Mouse,2,1448.07,2023-03-23
101,Speaker,5,65.21,2023-12-29
102,Camera,4,1758.67,2023-10-22
103,Mouse,2,1869.15,2023-07-05
104,Laptop,3,1214.22,2023-07-19
105,Smartphone,5,424.55,2023-11-25
106,Smartphone,3,1274.14,2023-12-26
107,Smartphone,5,410.29,2023-03-13
108,Laptop,2,906.42,2023-02-13
109,Printer,5,364.34,2023-10-30
110,Printer,2,136.48,2023-08-17
111,Speaker,3,1034.12,2023-06-20
112,Printer,5,448.37,2023-11-23
113,Speaker,2,1141.3,2023-07-31
114,Camera,3,1098.14,2023-11-06
115,Smartphone,5,1424.52,2023-11-08
116,Smartphone,3,919.58,2023-11-11
117,Smartphone,5,1414.98,2023-02-04
118,Smartphone,3,1329.94,2023-06-14
119,Laptop,1,805.32,2023-05-21
120,Camera,2,1395.57,2023-07-01
121,Printer,4,1465.84,2023-07-20
122,Camera,5,1044.97,2023-08-29
123,Speaker,2,1962.38,2023-10-25
124,Headphones,4,1779.87,2023-02-11
125,Speaker,4,597.53,2023-11-21
126,Keyboard,4,1708.17,2023-11-04
127,Printer,1,1972.27,2023-09-03
128,Tablet,2,131.45,2023-04-08
129,Monitor,4,673.26,2023-02-21
130,Headphones,3,340.28,2023-03-03
131,Monitor,2,1259.73,2023-08-13
132,Smartphone,3,503.38,2023-04-02
133,Smartphone,3,528.49,2023-12-21
134,Headphones,4,1681.58,2023-11-22
135,Smartphone,5,1757.93,2023-04-11
136,Keyboard,2,1826.03,2023-11-18
137,Mouse,5,1511.17,2023-12-31
138,Headphones,5,1524.62,2023-08-07
139,Monitor,3,668.84,2023-11-11
140,Printer,1,471.05,2023-08-02
141,Tablet,1,1508.51,2023-07-31
142,Laptop,2,120.65,2023-05-31
143,Smartphone,2,871.94,2023-06-24
144,Printer,1,634.65,2023-06-18
145,Tablet,1,1970.75,2023-11-27
146,Camera,4,92.76,2023-04-13
147,Keyboard,5,820.84,2023-09-22
148,Headphones,2,1289.98,2023-01-31
149,Headphones,5,982.47,2023-10-26
150,Camera,3,1255.63,2023-08-23
151,Monitor,2,595.66,2023-06-29
152,Headphones,5,829.82,2023-03-06
153,Headphones,1,1911.17,2023-04-04
154,Keyboard,3,935.59,2023-10-02
155,Speaker,2,478.45,2023-01-20
156,Tablet,4,826.08,2023-06-04
157,Camera,3,1392.03,2023-08-25
158,Smartphone,2,345.61,2023-06-30
159,Keyboard,4,22.62,2023-01-17
160,Printer,3,319.18,2023-12-31
161,Smartphone,2,893.87,2023-12-01
162,Headphones,1,1769.87,2023-10-28
163,Tablet,4,1183.45,2023-10-28
164,Smartphone,5,634.34,2023-06-05
165,Smartphone,2,1777.02,2023-12-27
166,Headphones,5,1641.45,2023-04-30
167,Printer,3,1104.07,2023-07-25
168,Monitor,4,1964.16,2023-05-08
169,Printer,1,1570.47,2023-11-22
170,Laptop,5,820.48,2023-05-18
171,Keyboard,1,415.6,2023-11-09
172,Laptop,5,412.62,2023-05-15
173,Tablet,4,1902.66,2023-02-05
174,Smartphone,3,1078.6,2023-01-25
175,Monitor,2,1757.09,2023-02-01
176,Keyboard,4,398.45,2023-03-01
177,Keyboard,4,1298.22,2023-09-07
178,Headphones,2,715.07,2023-01-22
179,Tablet,1,761.11,2023-07-01
180,Keyboard,3,1669.64,2023-05-04
181,Headphones,5,1738.57,2023-06-29
182,Camera,1,180.49,2023-02-02
183,Monitor,2,1614.26,2023-04-01
184,Tablet,4,414.18,2023-04-11
185,Mouse,5,964.74,2023-12-07
186,Smartphone,2,122.16,2023-07-05
187,Tablet,4,1435.89,2023-08-08
188,Laptop,1,987.07,2023-07-29
189,Laptop,1,1103.45,2023-04-30
190,Mouse,4,46.29,2023-10-19
191,Camera,5,62.3,2023-04-29
192,Monitor,4,1021.54,2023-07-03
193,Mouse,2,1138.85,2023-01-18
194,Camera,3,1772.3,2023-10-09
195,Smartphone,1,667.81,2023-04-30
196,Tablet,2,799.43,2023-07-01
197,Speaker,5,948.7,2023-03-28
198,Headphones,3,1468.97,2023-02-25
199,Headphones,5,731.69,2023-03-01
200,Mouse,2,941.7,2023-06-03
201,Speaker,3,381.83,2023-07-18
202,Laptop,1,1095.13,2023-12-12
203,Headphones,1,804.44,2023-01-18
204,Mouse,3,783.19,2023-11-08
205,Printer,2,20.45,2023-09-01
206,Speaker,5,1286.22,2023-01-06
207,Laptop,4,591.43,2023-05-16
208,Printer,5,1451.57,2023-04-17
209,Mouse,1,446.2,2023-10-15
210,Monitor,3,1737.51,2023-04-30
211,Monitor,4,1944.74,2023-05-16
212,Camera,4,474.61,2023-09-16
213,Headphones,5,92.55,2023-03-19
214,Printer,3,1577.44,2023-11-04
215,Monitor,5,1476.92,2023-01-21
216,Printer,5,1903.44,2023-11-06
217,Keyboard,4,374.03,2023-11-25
218,Camera,1,355.6,2023-06-04
219,Tablet,3,1576.42,2023-04-07
220,Monitor,5,504.27,2023-10-27
221,Monitor,1,447.53,2023-05-10
222,Smartphone,5,1612.7,2023-05-11
223,Speaker,5,140.01,2023-11-20
224,Tablet,1,22.53,2023-07-08
225,Speaker,3,400.54,2023-01-27
226,Mouse,3,139.35,2023-07-23
227,Headphones,5,1554.67,2023-03-09
228,Speaker,5,1389.67,2023-10-25
229,Tablet,1,651.98,2023-09-29
230,Camera,5,587.25,2023-03-21
231,Headphones,1,995.35,2023-11-20
232,Headphones,1,348.35,2023-04-13
233,Smartphone,1,1643.1,2023-10-22
234,Smartphone,2,110.46,2023-02-22
235,Keyboard,5,190.07,2023-11-04
236,Monitor,2,1914.59,2023-05-20
237,Mouse,1,1722.11,2023-06-18
238,Monitor,2,1070.35,2023-02-17
239,Headphones,2,920.24,2023-05-21
240,Smartphone,1,726.82,2023-11-25
241,Headphones,2,1093.57,2023-01-08
242,Monitor,1,394.3,2023-08-10
243,Laptop,5,1007.81,2023-10-18
244,Mouse,3,1250.33,2023-11-22
245,Laptop,4,700.18,2023-02-13
246,Mouse,4,1079.06,2023-07-27
247,Speaker,4,580.53,2023-01-19
248,Headphones,5,585.51,2023-08-30
249,Mouse,3,1057.17,2023-07-11
250,Headphones,2,215.95,2023-05-04
251,Monitor,5,1781.05,2023-01-15
252,Headphones,1,1926.86,2023-12-05
253,Tablet,2,1551.88,2023-02-27
254,Monitor,1,1565.43,2023-10-19
255,Camera,1,1716.3,2023-12-09
256,Laptop,2,693.31,2023-03-26
257,Keyboard,3,1238.1,2023-10-20
258,Mouse,2,1577.64,2023-06-05
259,Keyboard,1,1279.42,2023-03-14
260,Mouse,5,1026.7,2023-12-02
261,Speaker,3,622.68,2023-04-26
262,Speaker,4,688.04,2023-02-27
263,Printer,3,1604.27,2023-11-27
264,Printer,3,1516.16,2023-05-20
265,Headphones,2,620.8,2023-05-24
266,Printer,4,778.88,2023-09-28
267,Camera,1,1059.33,2023-03-15
268,Mouse,1,1216.2,2023-07-24
269,Smartphone,1,913.35,2023-03-13
270,Printer,2,1257.22,2023-06-13
271,Laptop,5,755.77,2023-10-08
272,Laptop,3,557.48,2023-10-07
273,Monitor,3,912.45,2023-11-09
274,Keyboard,4,680.21,2023-08-16
275,Keyboard,5,1547.16,2023-11-17
276,Keyboard,2,575.33,2023-01-07
277,Keyboard,5,707.02,2023-05-17
278,Monitor,3,103.97,2023-04-25
279,Speaker,2,455.34,2023-02-03
280,Printer,4,1924.13,2023-05-27
281,Keyboard,4,1802.26,2023-06-14
282,Speaker,5,1004.3,2023-03-20
283,Printer,2,309.08,2023-08-25
284,Monitor,5,666.4,2023-08-20
285,Printer,2,559.29,2023-02-28
286,Speaker,2,1309.26,2023-01-24
287,Speaker,2,181.92,2023-07-01
288,Tablet,1,1051.32,2023-01-02
289,Laptop,2,118.91,2023-09-19
290,Tablet,1,454.63,2023-04-08
291,Camera,3,1739.65,2023-04-01
292,Monitor,3,1963.01,2023-07-13
293,Mouse,3,1639.03,2023-03-23
294,Speaker,2,1309.77,2023-08-29
295,Camera,1,1189.6,2023-06-14
296,Speaker,5,583.96,2023-01-22
297,Mouse,5,606.91,2023-10-23
298,Tablet,5,194.38,2023-05-25
299,Tablet,4,1366.27,2023-02-03
300,Laptop,1,1222.69,2023-04-03
301,Headphones,3,1827.09,2023-04-20
302,Keyboard,1,1551.25,2023-02-06
303,Keyboard,5,1344.62,2023-05-16
304,Keyboard,4,197.71,2023-12-16
305,Headphones,2,330.62,2023-08-07
306,Keyboard,4,496.59,2023-01-23
307,Keyboard,5,1122.32,2023-07-09
308,Headphones,2,797.52,2023-12-20
309,Printer,4,702.69,2023-11-20
310,Headphones,4,122.46,2023-01-15
311,Speaker,1,1614.62,2023-07-01
312,Speaker,5,803.36,2023-10-15
313,Keyboard,1,552.09,2023-11-07
314,Tablet,2,575.72,2023-09-08
315,Mouse,2,924.8,2023-12-26
316,Tablet,1,974.0,2023-11-21
317,Printer,3,689.79,2023-03-04
318,Keyboard,5,1131.69,2023-01-21
319,Smartphone,1,1369.27,2023-06-01
320,Laptop,1,96.77,2023-11-03
321,Laptop,3,1452.29,2023-09-09
322,Camera,3,990.6,2023-05-11
323,Printer,2,1504.5,2023-04-12
324,Laptop,1,1997.65,2023-08-21
325,Mouse,2,1088.43,2023-07-28
326,Headphones,2,640.29,2023-08-10
327,Headphones,3,122.24,2023-12-10
328,Laptop,1,1071.1,2023-02-04
329,Smartphone,5,436.18,2023-06-20
330,Smartphone,5,145.3,2023-05-02
331,Printer,2,123.73,2023-07-05
332,Smartphone,1,1766.26,2023-11-23
333,Mouse,5,1100.91,2023-10-06
334,Keyboard,2,913.43,2023-08-19
335,Mouse,1,880.1,2023-11-19
336,Speaker,2,1384.52,2023-06-19
337,Smartphone,4,1991.54,2023-03-12
338,Headphones,4,214.59,2023-09-03
339,Headphones,2,433.0,2023-12-15
340,Camera,1,207.61,2023-09-07
341,Keyboard,4,1372.24,2023-10-23
342,Camera,5,1273.62,2023-11-11
343,Smartphone,2,1775.79,2023-08-05
344,Speaker,2,1566.46,2024-01-01
345,Laptop,5,907.69,2023-09-12
346,Smartphone,2,1435.13,2023-12-09
347,Smartphone,4,837.81,2023-04-10
348,Keyboard,1,924.09,2023-06-16
349,Tablet,2,1209.81,2023-08-11
350,Speaker,3,775.78,2023-02-19
351,Monitor,5,1960.8,2023-09-06
352,Tablet,1,398.14,2023-05-17
353,Mouse,4,1292.47,2023-11-28
354,Monitor,2,300.39,2023-03-29
355,Keyboard,3,954.66,2023-12-26
356,Tablet,4,878.58,2023-03-07
357,Tablet,1,1322.84,2023-03-01
358,Tablet,5,1010.64,2023-02-20
359,Smartphone,2,1678.0,2023-01-15
360,Laptop,5,953.55,2023-10-03
361,Headphones,1,1600.9,2023-12-17
362,Monitor,5,754.48,2023-10-17
363,Headphones,5,1615.44,2023-02-04
364,Speaker,1,942.29,2023-11-06
365,Keyboard,3,759.16,2023-08-23
366,Headphones,4,64.63,2023-02-02
367,Printer,3,243.4,2023-09-28
368,Tablet,3,1950.33,2023-02-28
369,Laptop,4,1424.28,2023-10-24
370,Tablet,3,949.54,2023-10-19
371,Camera,4,1802.27,2023-03-18
372,Monitor,4,1098.93,2023-12-12
373,Mouse,2,1485.34,2023-03-07
374,Laptop,1,690.89,2023-10-16
375,Mouse,1,882.72,2023-06-16
376,Keyboard,2,727.59,2023-07-16
377,Printer,1,171.97,2023-01-19
378,Tablet,4,791.62,2023-03-17
379,Mouse,4,993.24,2023-04-28
380,Printer,1,357.55,2023-03-23
381,Smartphone,3,1959.45,2023-10-27
382,Laptop,5,803.16,2023-01-30
383,Smartphone,1,1551.7,2023-09-07
384,Laptop,5,336.91,2023-07-18
385,Camera,1,1142.77,2023-01-31
386,Headphones,2,1711.52,2023-05-23
387,Tablet,3,880.5,2023-01-19
388,Speaker,4,1226.05,2023-03-01
389,Mouse,2,1190.14,2023-12-08
390,Camera,1,466.55,2023-03-27
391,Keyboard,3,240.25,2023-12-29
392,Camera,1,198.47,2023-08-11
393,Monitor,3,129.0,2023-12-06
394,Tablet,2,527.56,2023-01-04
395,Monitor,3,1054.18,2023-02-10
396,Laptop,5,849.41,2023-09-11
397,Monitor,1,367.3,2023-06-04
398,Printer,3,53.46,2023-12-29
399,Printer,2,458.91,2023-04-29
400,Monitor,5,265.15,2023-06-03
401,Smartphone,4,1625.62,2023-02-04
402,Printer,1,1398.97,2023-02-04
403,Tablet,2,1803.3,2023-11-03
404,Speaker,1,1699.5,2023-01-21
405,Headphones,2,358.37,2023-07-18
406,Monitor,4,1129.08,2023-01-26
407,Monitor,5,1357.25,2023-06-12
408,Monitor,5,216.66,2023-03-22
409,Speaker,1,1942.43,2023-10-01
410,Speaker,4,370.97,2023-09-03
411,Laptop,4,1448.07,2023-11-15
412,Smartphone,1,159.71,2023-03-22
413,Keyboard,4,1698.6,2023-03-24
414,Camera,4,1981.59,2023-08-19
415,Printer,3,952.14,2023-06-16
416,Printer,2,539.33,2023-04-15
417,Mouse,2,1745.43,2023-02-19
418,Camera,5,375.9,2023-01-20
419,Smartphone,5,1494.45,2023-09-10
420,Speaker,4,1929.71,2023-01-07
421,Mouse,2,826.42,2023-04-19
422,Tablet,2,1791.19,2023-03-11
423,Smartphone,1,140.17,2023-11-02
424,Speaker,5,968.32,2023-03-21
425,Camera,3,1610.92,2023-04-26
426,Printer,1,729.0,2023-06-28
427,Smartphone,2,1765.59,2023-09-14
428,Tablet,3,1551.39,2023-10-04
429,Monitor,3,31.41,2023-05-15
430,Monitor,3,1974.85,2023-01-12
431,Mouse,4,953.72,2023-05-31
432,Keyboard,3,1618.5,2023-07-23
433,Tablet,4,1138.66,2023-07-23
434,Monitor,4,1585.01,2023-10-02
435,Keyboard,4,298.87,2023-09-21
436,Monitor,5,1276.3,2023-08-02
437,Speaker,2,1131.11,2023-07-05
438,Tablet,5,1736.29,2023-08-16
439,Speaker,5,702.38,2023-10-14
440,Camera,1,57.14,2023-08-02
441,Mouse,5,1003.14,2023-06-30
442,Tablet,3,1304.97,2023-12-11
443,Headphones,3,1081.24,2023-02-17
444,Headphones,5,1863.09,2023-04-29
445,Speaker,4,1700.83,2023-10-01
446,Smartphone,5,317.45,2023-10-19
447,Tablet,4,846.06,2023-06-19
448,Monitor,1,60.61,2023-12-16
449,Smartphone,5,429.97,2023-12-28
450,Camera,3,133.28,2023-07-25
451,Headphones,5,892.95,2023-01-03
452,Mouse,5,496.97,2023-12-09
453,Mouse,1,1682.2,2023-02-24
454,Keyboard,1,396.79,2023-06-09
455,Smartphone,1,769.88,2023-12-03
456,Speaker,1,1616.88,2023-09-08
457,Mouse,1,255.36,2023-04-18
458,Printer,4,877.37,2023-01-31
459,Tablet,4,935.86,2023-09-02
460,Tablet,5,1465.16,2023-11-14
461,Keyboard,1,1920.08,2023-04-27
462,Smartphone,1,491.77,2023-08-28
463,Headphones,3,1894.66,2023-06-26
464,Speaker,2,1511.03,2023-10-06
465,Laptop,3,424.87,2023-05-10
466,Headphones,3,763.89,2023-07-19
467,Printer,2,1545.46,2023-10-15
468,Printer,4,1344.93,2023-08-27
469,Printer,2,1102.77,2023-02-25
470,Speaker,4,1852.89,2023-11-22
471,Printer,1,1504.24,2023-11-22
472,Smartphone,5,824.91,2023-09-14
473,Camera,2,1351.59,2023-07-18
474,Tablet,1,1380.45,2023-03-11
475,Printer,5,624.52,2023-12-31
476,Monitor,5,264.97,2023-10-06
477,Mouse,1,1718.36,2023-11-16
478,Camera,2,714.28,2023-08-20
479,Mouse,5,1061.33,2023-04-24
480,Keyboard,4,44.92,2023-02-22
481,Monitor,4,600.1,2023-09-04
482,Monitor,2,1048.2,2023-03-12
483,Keyboard,3,93.72,2023-08-24
484,Keyboard,3,356.47,2023-09-27
485,Camera,3,1035.78,2023-01-24
486,Keyboard,4,1345.2,2023-07-05
487,Headphones,1,1635.93,2023-03-03
488,Keyboard,4,47.0,2023-04-10
489,Printer,1,847.09,2023-05-26
490,Headphones,3,334.44,2023-08-25
491,Monitor,5,665.35,2023-10-27
492,Laptop,1,541.28,2023-08-01
493,Mouse,3,1096.65,2023-08-10
494,Smartphone,4,1794.06,2023-12-11
495,Tablet,5,1435.18,2023-07-19
496,Printer,5,1480.63,2023-12-26
497,Headphones,4,571.66,2023-03-22
498,Keyboard,5,194.74,2023-03-24
499,Laptop,4,604.92,2023-02-02
500,Smartphone,3,784.05,2023-02-12
501,Smartphone,1,1298.25,2023-02-15
502,Camera,3,1813.19,2023-02-24
503,Printer,4,613.49,2023-08-18
504,Printer,3,1709.18,2023-01-16
505,Keyboard,2,754.81,2023-06-28
506,Camera,3,1605.31,2023-10-25
507,Keyboard,3,1654.07,2023-09-01
508,Headphones,2,753.96,2023-05-01
509,Headphones,5,440.84,2023-09-26
510,Smartphone,4,887.92,2023-05-17
511,Speaker,3,414.36,2023-04-16
512,Smartphone,2,605.21,2023-12-16
513,Speaker,5,1688.59,2023-07-06
514,Printer,1,1509.51,2023-04-16
515,Mouse,2,658.38,2023-03-08
516,Monitor,2,1909.28,2023-07-29
517,Tablet,1,1552.85,2023-02-16
518,Laptop,3,1998.2,2023-08-29
519,Mouse,2,1976.01,2023-06-08
520,Laptop,4,1777.52,2023-08-14
521,Keyboard,5,1416.59,2023-03-13
522,Speaker,5,804.67,2023-11-14
523,Tablet,4,533.29,2023-12-16
524,Tablet,4,1393.77,2023-12-21
525,Mouse,4,864.02,2023-04-25
526,Laptop,4,91.67,2023-07-16
527,Camera,4,1011.37,2023-04-17
528,Printer,3,440.28,2023-02-04
529,Laptop,5,1958.95,2023-08-31
530,Smartphone,3,145.21,2023-03-13
531,Headphones,2,1232.94,2023-12-07
532,Speaker,5,1050.57,2023-03-14
533,Keyboard,5,958.2,2023-12-11
534,Printer,2,1073.55,2023-12-26
535,Camera,5,25.17,2023-02-26
536,Headphones,1,1344.73,2023-08-16
537,Speaker,4,1915.57,2023-05-13
538,Camera,5,366.38,2023-08-16
539,Monitor,1,1174.86,2023-11-12
540,Headphones,2,1862.94,2023-11-04
541,Camera,1,940.4,2023-03-19
542,Speaker,3,1818.86,2023-11-30
543,Printer,4,499.24,2023-09-23
544,Headphones,4,1471.63,2023-02-04
545,Speaker,2,569.85,2023-01-14
546,Laptop,1,1276.27,2023-03-16
547,Tablet,5,654.34,2023-02-19
548,Camera,5,1283.75,2023-01-10
549,Tablet,2,1789.52,2023-09-16
550,Tablet,3,580.44,2023-02-02
551,Headphones,5,1388.08,2023-03-27
552,Headphones,5,1684.53,2023-07-13
553,Monitor,5,1344.41,2023-07-23
554,Camera,3,1030.88,2023-12-29
555,Tablet,1,1521.19,2023-07-04
556,Monitor,5,1541.19,2023-12-14
557,Mouse,4,389.39,2023-03-14
558,Smartphone,5,414.47,2023-03-23
559,Printer,1,1949.67,2023-06-06
560,Printer,1,1620.09,2023-07-23
561,Laptop,3,1723.06,2023-04-26
